original	localized	language
Activate	Activate	dv
ActivateAll	Activateall	dv
Active	Active	dv
ActiveInterruptManager	Activeinterruptmanager	dv
ActiveMemoryManager	Activememorymanager	dv
Add	Add	dv
AddDriver	Adddriver	dv
AddRunnableThread	Addrunnablethread	dv
AddTask	Addtask	dv
AddThread	Addthread	dv
Address	Address	dv
AlignedMalloc	Alignedmalloc	dv
AlignmentCheck	Alignmentcheck	dv
AllocateBlock	Allocateblock	dv
AllocatePID	Allocatepid	dv
AmountOfMemory	Amountofmemory	dv
ArrayToUint16	Arraytounsignedinteger16	dv
ArrayToUint32	Arraytounsignedinteger32	dv
ArrayToUint48	Arraytounsignedinteger48	dv
ArrayToUint48_BE	Arraytounsignedinteger48be	dv
ArrayToUint64	Arraytounsignedinteger64	dv
Atime	Atime	dv
AtimeNsec	Atimensec	dv
BLOCKS_PER_BYTE	Blockperbyte	dv
BLOCK_SIZE	Blocksize	dv
Backend	Backend	dv
BaseAddr	Baseaddress	dv
Bind	Bind	dv
Blksize	Blksize	dv
Blocked	Blocked	dv
BlockedState	Blockedstate	dv
Blocks	Block	dv
BoundRangeExceeded	Boundrangeexceeded	dv
BroadcastMacAddress	Broadcastmacaddress	dv
BytesPerSector	Bytespersector	dv
BytesToString	Bytestostring	dv
Checksum	Checksum	dv
Clear	Clear	dv
Clone	Clone	dv
CloneAddressSpaceCOW	Cloneaddressspacecow	dv
Connect	Connect	dv
ContainsCoordinate	Containscoordinate	dv
CopyPageFrameBlock	Copypageframeblock	dv
CpuState	Cpustate	dv
Create	Create	dv
CreateFromData	Createfromdata	dv
CreateFromFunction	Createfromfunction	dv
CreatePtrFromFunction	Createpointerfromfunction	dv
Cs	Cs	dv
Ctime	Ctime	dv
CtimeNsec	Ctimensec	dv
CurrentPID	Currentpid	dv
CurrentParentPID	Currentparentpid	dv
Data	Data	dv
Deactivate	Deactivate	dv
Deactive	Deactive	dv
Decrement	Decrement	dv
Delete	Delete	dv
DescriptorPrivilegeLevel	Descriptorprivilegelevel	dv
DescriptorType	Descriptortype	dv
Destroy	Destroy	dv
Dev	Device	dv
DeviceHasFunctions	Devicehasfunctions	dv
DeviceNotAvailable	Devicenotavailable	dv
Device_id	Deviceid	dv
DisableInt	Disableint	dv
Disconnect	Disconnect	dv
DivideByZero	Dividebyzero	dv
DoHandleInterrupt	Dohandleinterrupt	dv
DoubleFault	Doublefault	dv
Draw	Draw	dv
DriverManager	Drivermanager	dv
Ds	Ds	dv
Dynamic	Dynamic	dv
E2BIG	E2big	dv
EACCES	Eacces	dv
EADDRINUSE	Eaddrinuse	dv
EAFNOSUPPORT	Eafnosupport	dv
EAGAIN	Eagain	dv
EBADF	Ebadf	dv
EBUSY	Ebusy	dv
ECHILD	Echild	dv
EEXIST	Eexist	dv
EFAULT	Efault	dv
EFBIG	Efbig	dv
EINTR	Eintr	dv
EINVAL	Einval	dv
EIO	Eio	dv
EISDIR	Eisdir	dv
EMFILE	Emfile	dv
EMSGSIZE	Emsgsize	dv
ENETUNREACH	Enetunreach	dv
ENFILE	Enfile	dv
ENODEV	Enodev	dv
ENOENT	Enoent	dv
ENOEXEC	Enoexec	dv
ENOMEM	Enomem	dv
ENOSPC	Enospc	dv
ENOSYS	Enosys	dv
ENOTCONN	Enotconn	dv
ENOTDIR	Enotdir	dv
ENOTTY	Enotty	dv
EOPNOTSUPP	Eopnotsupp	dv
EPERM	Eperm	dv
EPROTONOSUPPORT	Eprotonosupport	dv
ERANGE	Erange	dv
EROFS	Erofs	dv
ESPIPE	Espipe	dv
ESRCH	Esrch	dv
Eax	Eax	dv
Ebp	Ebp	dv
Ebx	Ebx	dv
Ecx	Ecx	dv
Edi	Edi	dv
Edx	Edx	dv
Eflags	Eflags	dv
Eip	Eip	dv
Elf	Elf	dv
Elf32Dyn	Elf32dyn	dv
