original	localized	language
Activate	Activar	es
ActivateAll	ActivarTodo	es
Active	Activo	es
ActiveInterruptManager	Activointerrupcióngestor	es
ActiveMemoryManager	Activomemoriagestor	es
Add	Añadir	es
AddDriver	Añadircontrolador	es
AddRunnableThread	Añadirrunnablehilo	es
AddTask	Añadirtarea	es
AddThread	Añadirhilo	es
Address	Dirección	es
AlignedMalloc	Alignedmalloc	es
AlignmentCheck	Alignmentcheck	es
AllocateBlock	AllocateBloque	es
AllocatePID	Allocatepid	es
AmountOfMemory	Cantidaddememoria	es
ArrayToUint16	Matriztounsignedinteger16	es
ArrayToUint32	Matriztounsignedinteger32	es
ArrayToUint48	Matriztounsignedinteger48	es
ArrayToUint48_BE	Matriztounsignedinteger48be	es
ArrayToUint64	Matriztounsignedinteger64	es
Atime	Atime	es
AtimeNsec	Atimensec	es
BLOCKS_PER_BYTE	Bloqueperocteto	es
BLOCK_SIZE	BloqueTamaño	es
Backend	Backend	es
BaseAddr	BaseDirección	es
Bind	Víncula	es
Blksize	Blksize	es
Blocked	Blocked	es
BlockedState	BlockedEstado	es
Blocks	Bloque	es
BoundRangeExceeded	BoundIntervaloexceeded	es
BroadcastMacAddress	BroadcastmacDirección	es
BytesPerSector	Bytespersector	es
BytesToString	BytestoCadena	es
Checksum	Sumadeverificación	es
Clear	Limpiar	es
Clone	Clone	es
CloneAddressSpaceCOW	CloneDirecciónEspaciocow	es
Connect	Conectar	es
ContainsCoordinate	Containscoordinate	es
CopyPageFrameBlock	CopiarpáginatramaBloque	es
CpuState	CpuEstado	es
Create	Crear	es
CreateFromData	Creardesdedatos	es
CreateFromFunction	CreardesdeFunción	es
CreatePtrFromFunction	CrearPunterodesdeFunción	es
Cs	Cs	es
Ctime	Ctime	es
CtimeNsec	Ctimensec	es
CurrentPID	Actualpid	es
CurrentParentPID	Actualpadrepid	es
Data	Data	es
Deactivate	Desactivar	es
Deactive	Deactive	es
Decrement	Decrement	es
Delete	Eliminar	es
DescriptorPrivilegeLevel	Descriptorprivilegelevel	es
DescriptorType	Descriptortipo	es
Destroy	Destruir	es
Dev	Dispositivo	es
DeviceHasFunctions	DispositivohasFunciones	es
DeviceNotAvailable	DispositivonotDisponible	es
Device_id	Dispositivoid	es
DisableInt	DesactivarEntero	es
Disconnect	Desconectar	es
DivideByZero	DividirbyCero	es
DoHandleInterrupt	DoManijainterrupción	es
DoubleFault	Doblefallo	es
Draw	Draw	es
DriverManager	Controladorgestor	es
Ds	Ds	es
Dynamic	Dinámico	es
E2BIG	E2big	es
EACCES	Eacces	es
EADDRINUSE	Eaddrinuse	es
EAFNOSUPPORT	Eafnosupport	es
EAGAIN	Eagain	es
EBADF	Ebadf	es
EBUSY	Ebusy	es
ECHILD	Echild	es
EEXIST	Eexist	es
EFAULT	Efault	es
EFBIG	Efbig	es
EINTR	Eintr	es
EINVAL	Einval	es
EIO	Eio	es
EISDIR	Eisdir	es
EMFILE	Emfile	es
EMSGSIZE	Emsgsize	es
ENETUNREACH	Enetunreach	es
ENFILE	Enfile	es
ENODEV	Enodev	es
ENOENT	Enoent	es
ENOEXEC	Enoexec	es
ENOMEM	Enomem	es
ENOSPC	Enospc	es
ENOSYS	Enosys	es
ENOTCONN	Enotconn	es
ENOTDIR	Enotdir	es
ENOTTY	Enotty	es
EOPNOTSUPP	Eopnotsupp	es
EPERM	Eperm	es
EPROTONOSUPPORT	Eprotonosupport	es
ERANGE	Erange	es
EROFS	Erofs	es
ESPIPE	Espipe	es
ESRCH	Esrch	es
Eax	Eax	es
Ebp	Ebp	es
Ebx	Ebx	es
Ecx	Ecx	es
Edi	Edi	es
Edx	Edx	es
Eflags	Eflags	es
Eip	Eip	es
Elf	Elf	es
Elf32Dyn	Elf32dyn	es
Elf32Note	Elf32Nota	es
Elf32Rel	Elf32rel	es
Elf32Rela	Elf32rela	es
Elf32Sym	Elf32sym	es
ElfHeader	Elfencabezado	es
ElfProgramHeader	Elfprogramaencabezado	es
ElfSectionHeader	Elfsecciónencabezado	es
EnablePaging	Activarpaginación	es
Enabled	Activado	es
EntryNumber	EntradaNúmero	es
EqualBytes	Igualbytes	es
Es	Es	es
Esi	Esi	es
Esp	Esp	es
FPUBuffer	Fpubuffer	es
FPUOffset	FpuDesplazamiento	es
Family	Family	es
FileName	ArchivoNombre	es
Fill	Fill	es
FillRectangle	FillRectángulo	es
First	First	es
FirstFree	FirstLibre	es
FirstFreeSize	FirstLibreTamaño	es
Flags	Banderas	es
FloatingPointException	Flotandopointexception	es
Flush	Flush	es
FlushTlsTable	FlushtlsTabla	es
Focussable	Focussable	es
Free	Libre	es
Fs	Fs	es
GB	Gb	es
GDT_ENTRIES	Gdtentrada	es
GOT	Got	es
GPFException	Gpfexception	es
GatewayIP	Gatewayip	es
GdtAddressHigh	GdtDirecciónAlta	es
GdtAddressLow	GdtDirecciónBaja	es
GdtDescriptor	Gdtdescriptor	es
GdtEntry	Gdtentrada_2	es
