english	localized	language
a	a	fo
access	access	fo
ack	ack	fo
activate	activate	fo
active	active	fo
add	add	fo
addend	addend	fo
addr	addr	fo
addralign	addralign	fo
address	address	fo
advanced	Framkomið	fo
af	af	fo
after	after	fo
align	align	fo
aligned	aligned	fo
alignment	alignment	fo
all	Allar	fo
alloc	alloc	fo
allocate	allocate	fo
allocated	allocated	fo
am	am	fo
amd	amd	fo
amount	amount	fo
and	and	fo
append	append	fo
args	args	fo
argument	argument	fo
arguments	arguments	fo
arp	arp	fo
arp콘솔	arp콘솔	fo
array	array	fo
assembly	assembly	fo
at	at	fo
ata	ata	fo
atime	atime	fo
attachment	attachment	fo
attempts	attempts	fo
attr	attr	fo
attribute	attribute	fo
attributes	attributes	fo
aux	aux	fo
avail	avail	fo
available	available	fo
b	b	fo
ba	ba	fo
back	back	fo
backend	backend	fo
backup	backup	fo
bar	bar	fo
base	base	fo
be	be	fo
bh	bh	fo
big	big	fo
bind	bind	fo
bios	bios	fo
bit	bit	fo
bitmap	bitmap	fo
bitmasp	bitmasp	fo
bits	bits	fo
blksize	blksize	fo
block	Blokkur	fo
blocked	blocked	fo
blocking	blocking	fo
blocks	blocks	fo
boot	boot	fo
bootable	bootable	fo
bootloader	bootloader	fo
bound	bound	fo
bpb	bpb	fo
break	break	fo
brk	brk	fo
broadcast	broadcast	fo
buf	buf	fo
buffer	buffer	fo
buffers	buffers	fo
bufptr	bufptr	fo
bus	bus	fo
button	knappur	fo
buttons	buttons	fo
by	by	fo
byte	byte	fo
bytes	být	fo
c	c	fo
cache	cache	fo
call	call	fo
candidate	candidate	fo
cap	cap	fo
capable	capable	fo
card	card	fo
central	central	fo
char	char	fo
chdir	chdir	fo
check	check	fo
checked	checked	fo
checksum	checksum	fo
child	child	fo
chunk	chunk	fo
class	class	fo
clear	clear	fo
cloexec	cloexec	fo
clone	clone	fo
close	close	fo
cluster	cluster	fo
cmp	cmp	fo
code	code	fo
col	col	fo
color	Litur	fo
colordepth	colordepth	fo
command	Stýriboð	fo
commandport	commandport	fo
common	common	fo
component	component	fo
connect	connect	fo
connected	connected	fo
console	console	fo
constant	constant	fo
contains	contains	fo
contents	contents	fo
control	control	fo
controller	controller	fo
coordinate	coordinate	fo
copies	copies	fo
copy	copy	fo
count	count	fo
cow	cow	fo
cpu	cpu	fo
cpustate	cpustate	fo
cpy	cpy	fo
cr	cr	fo
creat	creat	fo
create	create	fo
crtc	crtc	fo
cs	cs	fo
ctime	ctime	fo
cur	cur	fo
current	current	fo
cursor	cursor	fo
cylinder	cylinder	fo
d	d	fo
data	data	fo
databuffer	databuffer	fo
datagram	datagram	fo
dataport	dataport	fo
date	date	fo
deactivate	deactivate	fo
deactive	deactive	fo
debug	debug	fo
decrement	decrement	fo
default	Forsett	fo
delete	delete	fo
delta	delta	fo
depth	depth	fo
desc	desc	fo
descr	descr	fo
description	Frágreiðing	fo
descriptor	descriptor	fo
descriptors	descriptors	fo
descsz	descsz	fo
destination	destination	fo
destroy	destroy	fo
dev	dev	fo
device	device	fo
diff	diff	fo
digits	digits	fo
dir	dir	fo
directory	Fíluskrá	fo
dirent	dirent	fo
disable	Óvirkja	fo
discard	discard	fo
disconnect	disconnect	fo
dispatch	dispatch	fo
divide	divide	fo
divisor	divisor	fo
do	do	fo
domain	domain	fo
double	double	fo
down	down	fo
draw	draw	fo
drive	drive	fo
driver	driver	fo
drivercount	drivercount	fo
drivers	drivers	fo
drv	drv	fo
ds	ds	fo
dst	dst	fo
dstptr	dstptr	fo
dup	dup	fo
dword	dword	fo
dyn	dyn	fo
dynamic	Rakstrarmáttur	fo
e	e	fo
eacces	eacces	fo
eaddrinuse	eaddrinuse	fo
eafnosupport	eafnosupport	fo
eagain	eagain	fo
eax	eax	fo
ebadf	ebadf	fo
ebp	ebp	fo
ebusy	ebusy	fo
ebx	ebx	fo
echild	echild	fo
echo	echo	fo
ecx	ecx	fo
edi	edi	fo
edx	edx	fo
eexist	eexist	fo
ef	ef	fo
efault	efault	fo
efbig	efbig	fo
eflags	eflags	fo
ehsize	ehsize	fo
eintr	eintr	fo
einval	einval	fo
eio	eio	fo
eip	eip	fo
eisdir	eisdir	fo
elf	elf	fo
emfile	emfile	fo
empty	empty	fo
emsgsize	emsgsize	fo
enable	enable	fo
enabled	enabled	fo
end	end	fo
