english	localized	language
a	a	et
access	ligipääs	et
ack	ack	et
activate	Lülitasisse	et
active	Aktiivne	et
add	Lisa	et
addend	addend	et
addr	addr	et
addralign	addralign	et
address	address	et
advanced	Laiendatud	et
af	af	et
after	after	et
align	Joondus	et
aligned	aligned	et
alignment	alignment	et
all	Kõik	et
alloc	alloc	et
allocate	allocate	et
allocated	allocated	et
am	am	et
amd	amd	et
amount	Kogus	et
and	ja	et
append	append	et
args	args	et
argument	argument	et
arguments	Argumendid	et
arp	arp	et
arp콘솔	arp콘솔	et
array	Massiiv	et
assembly	assembly	et
at	at	et
ata	ata	et
atime	atime	et
attachment	attachment	et
attempts	attempts	et
attr	attr	et
attribute	atribuut	et
attributes	attributes	et
aux	aux	et
avail	avail	et
available	Saadaval	et
b	b	et
ba	ba	et
back	Tagasi	et
backend	backend	et
backup	backup	et
bar	Riba	et
base	base	et
be	be	et
bh	bh	et
big	big	et
bind	bind	et
bios	bios	et
bit	biti	et
bitmap	bitmap	et
bitmasp	bitmasp	et
bits	bitti	et
blksize	blksize	et
block	Kast	et
blocked	blocked	et
blocking	blocking	et
blocks	Blokid	et
boot	boot	et
bootable	bootable	et
bootloader	bootloader	et
bound	bound	et
bpb	bpb	et
break	break	et
brk	brk	et
broadcast	broadcast	et
buf	buf	et
buffer	buffer	et
buffers	Puhvrid	et
bufptr	bufptr	et
bus	bus	et
button	nupp	et
buttons	Nupud	et
by	by	et
byte	byte	et
bytes	baiti	et
c	c	et
cache	cache	et
call	call	et
candidate	candidate	et
cap	cap	et
capable	capable	et
card	Kaardimängud	et
central	central	et
char	char	et
chdir	chdir	et
check	check	et
checked	checked	et
checksum	checksum	et
child	laps	et
chunk	chunk	et
class	Klass	et
clear	Puhasta	et
cloexec	cloexec	et
clone	clone	et
close	Sulge	et
cluster	cluster	et
cmp	cmp	et
code	code	et
col	col	et
color	Värv	et
colordepth	colordepth	et
command	Käsk	et
commandport	commandport	et
common	üldine	et
component	component	et
connect	Ühendu	et
connected	connected	et
console	console	et
constant	Konstant	et
contains	contains	et
contents	Sisukord	et
control	Juht	et
controller	controller	et
coordinate	coordinate	et
copies	copies	et
copy	Kopeeri	et
count	count	et
cow	cow	et
cpu	Protsessor	et
cpustate	cpustate	et
cpy	cpy	et
cr	cr	et
creat	creat	et
create	create	et
crtc	crtc	et
cs	cs	et
ctime	ctime	et
cur	cur	et
current	Käesolev	et
cursor	cursor	et
cylinder	cylinder	et
d	d	et
data	data	et
databuffer	databuffer	et
datagram	datagram	et
dataport	dataport	et
date	Kuupäev	et
deactivate	Lülitavälja	et
deactive	deactive	et
debug	Silumine	et
decrement	decrement	et
default	Vaikimisi	et
delete	Kustuta	et
delta	delta	et
depth	depth	et
desc	desc	et
descr	descr	et
description	Kirjeldus	et
descriptor	descriptor	et
descriptors	descriptors	et
descsz	descsz	et
destination	Sihtfail	et
destroy	Hävita	et
dev	dev	et
device	Seade	et
diff	diff	et
digits	digits	et
dir	dir	et
directory	Kataloog	et
dirent	dirent	et
disable	Keela	et
discard	Unusta	et
disconnect	Katkestaühendus	et
dispatch	dispatch	et
divide	divide	et
divisor	divisor	et
do	do	et
domain	Domeen	et
double	double	et
down	Noolalla	et
draw	draw	et
drive	drive	et
driver	driver	et
drivercount	drivercount	et
drivers	drivers	et
drv	drv	et
ds	ds	et
dst	dst	et
dstptr	dstptr	et
dup	dup	et
dword	dword	et
dyn	dyn	et
dynamic	Dünaamiline	et
e	e	et
eacces	eacces	et
eaddrinuse	eaddrinuse	et
eafnosupport	eafnosupport	et
eagain	eagain	et
eax	eax	et
ebadf	ebadf	et
ebp	ebp	et
ebusy	ebusy	et
ebx	ebx	et
echild	echild	et
echo	echo	et
ecx	ecx	et
edi	edi	et
edx	edx	et
eexist	eexist	et
ef	ef	et
efault	efault	et
efbig	efbig	et
eflags	eflags	et
ehsize	ehsize	et
eintr	eintr	et
einval	einval	et
eio	eio	et
eip	eip	et
eisdir	eisdir	et
elf	elf	et
emfile	emfile	et
empty	Tühi	et
emsgsize	emsgsize	et
enable	Lubatud	et
enabled	Lubatud	et
end	Lõpp	et
enetunreach	enetunreach	et
enfile	enfile	et
enodev	enodev	et
enoent	enoent	et
enoexec	enoexec	et
enomem	enomem	et
enospc	enospc	et
enosys	enosys	et
enotconn	enotconn	et
enotdir	enotdir	et
enotty	enotty	et
ensure	ensure	et
entries	entries	et
entry	kirje	et
entrypoint	entrypoint	et
entsize	entsize	et
environment	environment	et
eopnotsupp	eopnotsupp	et
eperm	eperm	et
ephemeral	ephemeral	et
eprotonosupport	eprotonosupport	et
equal	Võrdne	et
erange	erange	et
erofs	erofs	et
err	Viga	et
error	Viga	et
errorln	errorln	et
es	es	et
esi	esi	et
esp	esp	et
espipe	espipe	et
esrch	esrch	et
ether	ether	et
etherframe	etherframe	et
ethernet	ethernet	et
event	Sündmus	et
events	Sündmused	et
exceeded	exceeded	et
except	except	et
exception	exception	et
exec	Käivitamine	et
execve	execve	et
exists	exists	et
exit	Välju	et
exited	exited	et
ext	ext	et
extended	extended	et
f	f	et
family	family	et
fat	fat	et
fatal	fatal	et
fatbuf	fatbuf	et
fatbuffer	fatbuffer	et
fault	fault	et
fb	fb	et
fcntl	fcntl	et
fd	fd	et
fds	fds	et
field	väli	et
file	Fail	et
filename	Failinimi	et
files	FAILID	et
filesz	filesz	et
fill	fill	et
find	Otsi	et
first	first	et
fl	fl	et
flag	Lipp	et
flags	Lipud	et
floating	Ujuv	et
flush	flush	et
fn	fn	et
focus	focus	et
focussable	focussable	et
foo	foo	et
for	for	et
forced	forced	et
fork	fork	et
found	found	et
fp	fp	et
fpu	fpu	et
frame	Raam	et
free	Vaba	et
frequency	Sagedus	et
from	from	et
front	Eesmine	et
fs	fs	et
fstat	fstat	et
fsync	fsync	et
fuction	fuction	et
full	Täielik	et
func	func	et
function	Funktsioon	et
functions	Funktsioonid	et
fxrstor	fxrstor	et
fxsave	fxsave	et
g	g	et
gate	gate	et
gateway	gateway	et
gb	gb	et
gdt	gdt	et
get	get	et
getcwd	getcwd	et
getegid	getegid	et
geteuid	geteuid	et
getgid	getgid	et
getpid	getpid	et
getppid	getppid	et
getuid	getuid	et
gid	gid	et
global	Globaalne	et
got	got	et
gpf	gpf	et
gran	gran	et
graphics	Graafika	et
grub	grub	et
gs	gs	et
h	h	et
halt	halt	et
handle	handle	et
handler	handler	et
handlers	handlers	et
hardware	Riistvara	et
has	has	et
hd	hd	et
head	head	et
header	header	et
headertype	headertype	et
heap	heap	et
height	Laius	et
helper	helper	et
hex	16ndsüsteem	et
hex출력	hex출력	et
hi	hi	et
hidden	Varjatud	et
high	Kõrge	et
hop	hop	et
i	i	et
icmp	icmp	et
icmp콘솔	icmp콘솔	et
id	id	et
ident	ident	et
identify	identify	et
idt	idt	et
idx	idx	et
ifchr	ifchr	et
ifdir	ifdir	et
ifmt	ifmt	et
ifreg	ifreg	et
ifsock	ifsock	et
in	Sisse	et
increment	increment	et
index	Sisukord	et
inet	inet	et
info	info	et
init	init	et
initial	initial	et
initialization	initialization	et
initialize	initialize	et
ino	ino	et
inode	inode	et
input	Sisend	et
install	Paigalda	et
int	int	et
interconnect	interconnect	et
interface	LIIDES	et
internet	internet	et
internetprotocol	internetprotocol	et
interrupt	Katkestus	et
interrupts	interrupts	et
invalid	Vigane	et
io	io	et
iomap	iomap	et
ip	ip	et
ipci	ipci	et
ipmessage	ipmessage	et
ipv	ipv	et
ip콘솔	ip콘솔	et
iret	iret	et
is	is	et
ist	ist	et
j	j	et
jmp	jmp	et
jump	jump	et
k	k	et
kb	kb	et
kcs	kcs	et
kds	kds	et
kernel	kernel	et
key	Võti	et
keyboard	Klaviatuur	et
kgs	kgs	et
kind	Liik	et
k핵심	k핵심	et
l	l	et
label	Silt	et
last	Eelmine	et
lba	lba	et
ldt	ldt	et
left	Vasakul	et
len	len	et
length	Kestus	et
lengths	lengths	et
level	level	et
lib	lib	et
lidt	lidt	et
lidtaddr	lidtaddr	et
limit	Piir	et
line	Rida	et
link	Viit	et
linked	linked	et
linker	linker	et
list	Nimekiri	et
listen	listen	et
listening	listening	et
live	live	et
load	Koormus	et
loader	loader	et
local	kohalik	et
log	log	et
logical	logical	et
loop	loop	et
low	Madal	et
lseek	lseek	et
lstat	lstat	et
m	m	et
mac	mac	et
machine	machine	et
magicnumber	magicnumber	et
main	peamine	et
make	make	et
malloc	malloc	et
manager	manager	et
map	map	et
mask	mask	et
master	Valjus	et
matches	matches	et
max	Suurim	et
maximum	Suurim	et
mb	mbar	et
mbr	mbr	et
