english	localized	source	evidence_count
a	a	fallback-English	0
access	መድረሻ	gettext	5
ack	ack	fallback-English	0
activate	ማስጀመሪያ	gettext	2
active	አሰራ	gettext	5
add	መጨመሪያ	gettext	12
addend	addend	fallback-English	0
addr	addr	fallback-English	0
addralign	addralign	fallback-English	0
address	address	fallback-English	0
advanced	ጠለቅ	gettext	11
af	af	fallback-English	0
after	after	fallback-English	0
align	ማሰለፊያ	gettext	5
aligned	aligned	fallback-English	0
alignment	alignment	fallback-English	0
all	ሁሉንም	gettext	1
alloc	alloc	fallback-English	0
allocate	allocate	fallback-English	0
allocated	allocated	fallback-English	0
am	am	fallback-English	0
amd	amd	fallback-English	0
amount	amount	fallback-English	0
and	and	fallback-English	0
append	append	fallback-English	0
args	args	fallback-English	0
argument	argument	fallback-English	0
arguments	arguments	fallback-English	0
arp	arp	fallback-English	0
arp콘솔	arp콘솔	fallback-English	0
array	ማዘጋጃ	gettext	5
assembly	assembly	fallback-English	0
at	at	fallback-English	0
ata	ata	fallback-English	0
atime	atime	fallback-English	0
attachment	attachment	fallback-English	0
attempts	attempts	fallback-English	0
attr	attr	fallback-English	0
attribute	መለያ	gettext	6
attributes	attributes	fallback-English	0
aux	aux	fallback-English	0
avail	avail	fallback-English	0
available	ዝግጁ	gettext	6
b	ቢ	gettext	2
ba	ba	fallback-English	0
back	ወደኋላ	gettext	13
backend	backend	fallback-English	0
backup	backup	fallback-English	0
bar	መደርደሪያ	gettext	1
base	base	fallback-English	0
be	be	fallback-English	0
bh	bh	fallback-English	0
big	big	fallback-English	0
bind	bind	fallback-English	0
bios	bios	fallback-English	0
bit	bit	fallback-English	0
bitmap	bitmap	fallback-English	0
bitmasp	bitmasp	fallback-English	0
bits	ቢትስ	gettext	1
blksize	blksize	fallback-English	0
block	መከልከያ	gettext	5
blocked	blocked	fallback-English	0
blocking	blocking	fallback-English	0
blocks	blocks	fallback-English	0
boot	boot	fallback-English	0
bootable	bootable	fallback-English	0
bootloader	bootloader	fallback-English	0
bound	bound	fallback-English	0
bpb	bpb	fallback-English	0
break	break	fallback-English	0
brk	brk	fallback-English	0
broadcast	broadcast	fallback-English	0
buf	buf	fallback-English	0
buffer	buffer	fallback-English	0
buffers	buffers	fallback-English	0
bufptr	bufptr	fallback-English	0
bus	bus	fallback-English	0
button	button	fallback-English	0
buttons	buttons	fallback-English	0
by	by	fallback-English	0
byte	byte	fallback-English	0
bytes	ባይትስ	gettext	6
c	ሴ	gettext	1
cache	cache	fallback-English	0
call	call	fallback-English	0
candidate	candidate	fallback-English	0
cap	cap	fallback-English	0
capable	capable	fallback-English	0
card	card	fallback-English	0
central	central	fallback-English	0
char	char	fallback-English	0
chdir	chdir	fallback-English	0
check	check	fallback-English	0
checked	checked	fallback-English	0
checksum	checksum	fallback-English	0
child	ልጅ	gettext	5
chunk	chunk	fallback-English	0
class	መደብ	gettext	1
clear	ማጽጃ	gettext	6
cloexec	cloexec	fallback-English	0
clone	clone	fallback-English	0
close	መዝጊያ	gettext	13
cluster	cluster	fallback-English	0
cmp	cmp	fallback-English	0
code	code	fallback-English	0
col	col	fallback-English	0
color	color	fallback-English	0
colordepth	colordepth	fallback-English	0
command	ትእዛዝ	gettext	9
commandport	commandport	fallback-English	0
common	common	fallback-English	0
component	component	fallback-English	0
connect	መገናኛ	gettext	5
connected	connected	fallback-English	0
console	console	fallback-English	0
constant	constant	fallback-English	0
contains	contains	fallback-English	0
contents	ይዞታዎች	gettext	44
control	control	fallback-English	0
controller	controller	fallback-English	0
coordinate	coordinate	fallback-English	0
copies	copies	fallback-English	0
copy	ኮፒ	gettext	12
count	count	fallback-English	0
cow	cow	fallback-English	0
cpu	cpu	fallback-English	0
cpustate	cpustate	fallback-English	0
cpy	cpy	fallback-English	0
cr	cr	fallback-English	0
creat	creat	fallback-English	0
create	create	fallback-English	0
crtc	crtc	fallback-English	0
cs	cs	fallback-English	0
ctime	ctime	fallback-English	0
cur	cur	fallback-English	0
current	current	fallback-English	0
cursor	cursor	fallback-English	0
cylinder	cylinder	fallback-English	0
d	d	fallback-English	0
data	data	fallback-English	0
databuffer	databuffer	fallback-English	0
datagram	datagram	fallback-English	0
dataport	dataport	fallback-English	0
date	ቀን	gettext	13
deactivate	አታስጀምር	gettext	2
deactive	deactive	fallback-English	0
debug	debug	fallback-English	0
decrement	decrement	fallback-English	0
default	ነባር	gettext	14
delete	ማጥፊያ	gettext	17
delta	delta	fallback-English	0
depth	depth	fallback-English	0
desc	desc	fallback-English	0
descr	descr	fallback-English	0
description	መግለጫ	gettext	20
descriptor	descriptor	fallback-English	0
descriptors	descriptors	fallback-English	0
descsz	descsz	fallback-English	0
destination	destination	fallback-English	0
destroy	አጥፋ	gettext	1
dev	dev	fallback-English	0
device	ዲቫይስ	gettext	5
diff	diff	fallback-English	0
digits	digits	fallback-English	0
dir	dir	fallback-English	0
directory	ዳይሬክቶሪ	gettext	10
dirent	dirent	fallback-English	0
disable	አበላሽ	gettext	5
discard	discard	fallback-English	0
disconnect	መለያያ	gettext	5
dispatch	dispatch	fallback-English	0
divide	divide	fallback-English	0
divisor	divisor	fallback-English	0
do	do	fallback-English	0
domain	ዶሜን	gettext	5
double	double	fallback-English	0
down	ወደታች	gettext	6
