original	localized	language
Activate	Ակտիվացնել	hy
ActivateAll	ԱկտիվացնելԲոլորը	hy
Active	Ակտիվ	hy
ActiveInterruptManager	ԱկտիվԸնդհատելmanager	hy
ActiveMemoryManager	ԱկտիվՀիշողությունmanager	hy
Add	Ավելացնել	hy
AddDriver	Ավելացնելdriver	hy
AddRunnableThread	Ավելացնելrunnablethread	hy
AddTask	Ավելացնելtask	hy
AddThread	Ավելացնելthread	hy
Address	Address	hy
AlignedMalloc	Alignedmalloc	hy
AlignmentCheck	Alignmentcheck	hy
AllocateBlock	AllocateԱրգելափակել	hy
AllocatePID	Allocatepid	hy
AmountOfMemory	ՔանակofՀիշողություն	hy
ArrayToUint16	Զանգվածtounsignedinteger16	hy
ArrayToUint32	Զանգվածtounsignedinteger32	hy
ArrayToUint48	Զանգվածtounsignedinteger48	hy
ArrayToUint48_BE	Զանգվածtounsignedinteger48be	hy
ArrayToUint64	Զանգվածtounsignedinteger64	hy
Atime	Atime	hy
AtimeNsec	Atimensec	hy
BLOCKS_PER_BYTE	Արգելափակելperbyte	hy
BLOCK_SIZE	ԱրգելափակելՉափս	hy
Backend	Backend	hy
BaseAddr	Baseaddress	hy
Bind	Bind	hy
Blksize	Blksize	hy
Blocked	Blocked	hy
BlockedState	BlockedՎիճակ	hy
Blocks	Արգելափակել	hy
BoundRangeExceeded	BoundՄիջակայքexceeded	hy
BroadcastMacAddress	Broadcastmacaddress	hy
BytesPerSector	Բայթերpersector	hy
BytesToString	ԲայթերtoՏՈՂ	hy
Checksum	Checksum	hy
Clear	Ջնջել	hy
Clone	Clone	hy
CloneAddressSpaceCOW	CloneaddressԲացատcow	hy
Connect	Միացնել	hy
ContainsCoordinate	Containscoordinate	hy
CopyPageFrameBlock	ՊատճենելԷջՇրջանակԱրգելափակել	hy
CpuState	ԿՄՀՎիճակ	hy
Create	Create	hy
CreateFromData	Createիցdata	hy
CreateFromFunction	Createիցfunction	hy
CreatePtrFromFunction	CreateՑուցիչիցfunction	hy
Cs	Cs	hy
Ctime	Ctime	hy
CtimeNsec	Ctimensec	hy
CurrentPID	Currentpid	hy
CurrentParentPID	Currentծնողpid	hy
Data	Data	hy
Deactivate	Ապաակտիվացնել	hy
Deactive	Deactive	hy
Decrement	Decrement	hy
Delete	Հեռացնել	hy
DescriptorPrivilegeLevel	Descriptorprivilegelevel	hy
DescriptorType	DescriptorՏիպ	hy
Destroy	Destroy	hy
Dev	Սարք	hy
DeviceHasFunctions	Սարքhasfunctions	hy
DeviceNotAvailable	ՍարքnotՀասանելի	hy
Device_id	Սարքid	hy
DisableInt	Disableint	hy
Disconnect	Անջատել	hy
DivideByZero	Dividebyzero	hy
DoHandleInterrupt	DohandleԸնդհատել	hy
DoubleFault	Doublefault	hy
Draw	Draw	hy
DriverManager	Drivermanager	hy
Ds	Ds	hy
Dynamic	Dynamic	hy
E2BIG	E2big	hy
EACCES	Eacces	hy
EADDRINUSE	Eaddrinuse	hy
EAFNOSUPPORT	Eafnosupport	hy
EAGAIN	Eagain	hy
EBADF	Ebadf	hy
EBUSY	Ebusy	hy
ECHILD	Echild	hy
EEXIST	Eexist	hy
EFAULT	Efault	hy
EFBIG	Efbig	hy
EINTR	Eintr	hy
EINVAL	Einval	hy
EIO	Eio	hy
EISDIR	Eisdir	hy
EMFILE	Emfile	hy
EMSGSIZE	Emsgsize	hy
ENETUNREACH	Enetunreach	hy
ENFILE	Enfile	hy
ENODEV	Enodev	hy
ENOENT	Enoent	hy
ENOEXEC	Enoexec	hy
ENOMEM	Enomem	hy
ENOSPC	Enospc	hy
ENOSYS	Enosys	hy
ENOTCONN	Enotconn	hy
ENOTDIR	Enotdir	hy
ENOTTY	Enotty	hy
EOPNOTSUPP	Eopnotsupp	hy
EPERM	Eperm	hy
EPROTONOSUPPORT	Eprotonosupport	hy
ERANGE	Erange	hy
EROFS	Erofs	hy
ESPIPE	Espipe	hy
ESRCH	Esrch	hy
Eax	Eax	hy
Ebp	Ebp	hy
Ebx	Ebx	hy
Ecx	Ecx	hy
Edi	Edi	hy
Edx	Edx	hy
Eflags	Eflags	hy
Eip	Eip	hy
Elf	Elf	hy
Elf32Dyn	Elf32dyn	hy
Elf32Note	Elf32Նշում	hy
Elf32Rel	Elf32rel	hy
Elf32Rela	Elf32rela	hy
Elf32Sym	Elf32sym	hy
ElfHeader	Elfheader	hy
ElfProgramHeader	Elfծրագիրheader	hy
ElfSectionHeader	Elfsectionheader	hy
EnablePaging	Enablepaging	hy
Enabled	Միացված	hy
EntryNumber	EntryՀԱՄԱՐ	hy
EqualBytes	EqualԲայթեր	hy
Es	Es	hy
Esi	Esi	hy
Esp	Esp	hy
FPUBuffer	Fpubuffer	hy
FPUOffset	Fpuoffset	hy
Family	Family	hy
FileName	ՖայլԱնուն	hy
Fill	Fill	hy
FillRectangle	Fillrectangle	hy
First	First	hy
FirstFree	FirstԱզատ	hy
FirstFreeSize	FirstԱզատՉափս	hy
Flags	Դրոշներ	hy
FloatingPointException	Floatingpointexception	hy
Flush	Flush	hy
FlushTlsTable	FlushtlsԱղյուսակ	hy
Focussable	Focussable	hy
Free	Ազատ	hy
Fs	Fs	hy
GB	Gb	hy
GDT_ENTRIES	Gdtentry	hy
GOT	Got	hy
GPFException	Gpfexception	hy
GatewayIP	Gatewayip	hy
GdtAddressHigh	GdtaddressԲարձր	hy
GdtAddressLow	GdtaddressՑածր	hy
GdtDescriptor	Gdtdescriptor	hy
GdtEntry	Gdtentry_2	hy
GdtSize	GdtՉափս	hy
GetAt	Getat	hy
GetBackend	Getbackend	hy
GetBaseAddressRegister	Getbaseaddressregister	hy
GetBitmaspSize	GetbitmaspՉափս	hy
GetBytesFromPtr	GetԲայթերիցՑուցիչ	hy
GetCR0	Getcr0	hy
GetCR2	Getcr2	hy
GetCR3	Getcr3	hy
GetCR4	Getcr4	hy
GetColorIndex	GetԳույնԻնդեքս	hy
GetDeviceDescriptor	GetՍարքdescriptor	hy
GetDriver	Getdriver	hy
GetESP0	Getesp0	hy
GetEntry	Getentry	hy
GetFileSize	GetՖայլՉափս	hy
GetFocus	Getfocus	hy
GetFrameBufferSegment	GetՇրջանակbuffersegment	hy
GetFuncPtrFromPtr	GetfuncՑուցիչիցՑուցիչ	hy
GetFunctionName	GetfunctionԱնուն	hy
GetHandler	Gethandler	hy
GetIPAddress	Getipaddress	hy
GetMACAddress	Getmacaddress	hy
GetMACFromCache	Getmacիցcache	hy
GetNextReadyThread	GetՀաջորդՊատրաստthread	hy
GetNodeAt	Getnodeat	hy
GetProvider	Providerget	hy
GetSS0	Getss0	hy
GetStr	Getstr	hy
GetUint32ArrayFromPtr	Getunsignedinteger32ԶանգվածիցՑուցիչ	hy
GetUintptrArrayFromPtr	GetunsignedintegerՑուցիչԶանգվածիցՑուցիչ	hy
GetValue	GetԱրժեք	hy
GetValueInPageDir	GetԱրժեքՄեջԷջֆայլապանակ	hy
Gid	Gid	hy
Gs	Gs	hy
HandleException	Handleexception	hy
HandleFatalInterruptFrame	HandlefatalԸնդհատելՇրջանակ	hy
HandleInterrupt	HandleԸնդհատել	hy
HandleInterrupt1	HandleԸնդհատել1	hy
HandleUserDatagramProtocolMessage	HandleՕգտագործողdatagramprotocolՀԱՂՈՐԴԱԳՐՈՒԹՅՈՒՆ	hy
IDT_DESC_PRESENT	IdtdescriptorՆերկա	hy
IDT_INTERRUPT_GATE	IdtԸնդհատելgate	hy
IDriver	IDriver	hy
IEtherFrameHandler	IEthernetՇրջանակhandler	hy
IInternetProtocolHandler	IՀամացանցprotocolhandler	hy
IInterruptHandler	IԸնդհատելhandler	hy
IKeyboardEventHandler	IՍտեղնաշարeventhandler	hy
IMouseEventHandler	IՄկնիկeventhandler	hy
IPCIControllerHandler	Ipcicontrollerhandler	hy
IPCache	Ipcache	hy
IP_BE	IpՑանցbyteorder	hy
IRawDataHandler	IRawdatahandler	hy
ITimerEventHandler	IԺամանակաչափeventhandler	hy
IUserDatagramProtocolHandler	IՕգտագործողdatagramprotocolhandler	hy
IUserDatagramProtocolSocket	IՕգտագործողdatagramprotocolsocket	hy
IWidget	IWidget	hy
Identify	Identify	hy
Increment	Increment	hy
IndexOf	Ինդեքսof	hy
Init	Init	hy
InitDriver	Initdriver	hy
InitialThreadUserJump	InitialthreadՕգտագործողjump	hy
Ino	Ino	hy
Install	Տեղադրել	hy
Interrupt	Ընդհատել	hy
InterruptActive	ԸնդհատելԱկտիվ	hy
InterruptDeactive	Ընդհատելdeactive	hy
InterruptManager	Ընդհատելmanager	hy
InterruptNumber	ԸնդհատելՀԱՄԱՐ	hy
InvalidOpcode	Անթույլատրելիopcode	hy
InvalidTSS	Անթույլատրելիtss	hy
IsKernel	Iskernel	hy
IsPresent	IsՆերկա	hy
IsUserSpace	IsՕգտագործողԲացատ	hy
KB	Կբ	hy
KCS_INDEX	KcsԻնդեքս	hy
KCS_SELECTOR	Kcsselector	hy
KDS_INDEX	KdsԻնդեքս	hy
KDS_SELECTOR	Kdsselector	hy
KERNEL_HEAP_START	KernelheapՍկիզբ	hy
KERNEL_VIRT_ADDR	Kernelvirtaddress	hy
KGS_INDEX	KgsԻնդեքս	hy
KGS_SELECTOR	Kgsselector	hy
K핵심	KKernelEntry	hy
LIDT	Lidt	hy
Last	Վերջին	hy
Len	Len	hy
Limit	Limit	hy
Link	Հղում	hy
LinkMap	Հղումmap	hy
LinkedList	LinkedՑուցակ	hy
Listen	Listen	hy
LoadElf	Բեռնումelf	hy
MAC	Mac	hy
MAC0	Mac0	hy
MAC1	Mac1	hy
MAC2	Mac2	hy
MAC3	Mac3	hy
MAC4	Mac4	hy
MAC5	Mac5	hy
MACAddress0Port	Macaddress0Պորտ	hy
MACAddress2Port	Macaddress2Պորտ	hy
MACAddress4Port	Macaddress4Պորտ	hy
MACCache	Maccache	hy
MAX_QUEUE_SIZE	MaxqueueՉափս	hy
MB	Միլիբար	hy
MBR	Mbr	hy
MHex출력	MHexadecimalՏպել	hy
MHex출력XY	MHexadecimalՏպելxy	hy
MUint16출력	MUnsignedinteger16Տպել	hy
MUint16출력XY	MUnsignedinteger16Տպելxy	hy
MUint32출력	MUnsignedinteger32Տպել	hy
MUint32출력XY	MUnsignedinteger32Տպելxy	hy
MUint64출력	MUnsignedinteger64Տպել	hy
MUint64출력XY	MUnsignedinteger64Տպելxy	hy
Machine	Machine	hy
MachineCheck	Machinecheck	hy
MakeRangePrivateWritable	MakeՄիջակայքprivatewritable	hy
Malloc	Malloc	hy
MemCmp	Memcmp	hy
MemCpy	MemՊատճենել	hy
MemMove	MemՏեղաշարժել	hy
MemSet	Memset	hy
MemoryOper	Հիշողությունoper	hy
Mode	Ռեժիմ	hy
ModelToScreen	Set_local_coordinates	hy
Mtime	Mtime	hy
MtimeNsec	Mtimensec	hy
MyHandleInterrupt	MyhandleԸնդհատել	hy
MyTest	MyԹեստ	hy
M긴급로그Hex8	MEmergencyloghexadecimal8	hy
M긴급로그Uint32	MEmergencylogunsignedinteger32	hy
M긴급로그문자열	MEmergencylogՏՈՂ	hy
M직렬로그초기화	MSerialloginit	hy
M출력	MՏպել	hy
M출력BytesXY	MՏպելԲայթերxy	hy
M출력Hex	MՏպելhexadecimal	hy
M출력Uint16	MՏպելunsignedinteger16	hy
M출력Uint32	MՏպելunsignedinteger32	hy
M출력XY	MՏպելxy	hy
M테스트	M테스트	hy
NMI	Ծմղ	hy
New	Նոր	hy
NewInterruptHandler	ՆորԸնդհատելhandler	hy
Next	Հաջորդ	hy
Nlink	Nlink	hy
Node	Node	hy
Nodename	Nodename	hy
OnEtherFrameReceived	EthernetՇրջանակreceivewhen	hy
OnGetDriver	Միացնելgetdriver	hy
OnInternetProtocolReceived	Համացանցprotocolreceivewhen	hy
OnKeyDown	ՄիացնելԲանալիՆերքև	hy
OnKeyUp	ՄիացնելԲանալիՎերև	hy
OnMouseDown	ՄիացնելՄկնիկՆերքև	hy
OnMouseMove	ՄիացնելՄկնիկՏեղաշարժել	hy
OnMouseUp	ՄիացնելՄկնիկՎերև	hy
OnRawDataReceived	Միացնելrawdatareceive	hy
OnTick	Միացնելtick	hy
Overflow	Overflow	hy
P1LinkMap	PԱրժեք1հղումmap	hy
P2LinkMap	PԱրժեք2հղումmap	hy
P3LinkMap	PԱրժեք3հղումmap	hy
PAGE_COW	Էջcow	hy
PAGE_FRAME	ԷջՇրջանակ	hy
PAGE_PRESENT	ԷջՆերկա	hy
PAGE_USER	ԷջՕգտագործող	hy
PAGE_WRITABLE	Էջwritable	hy
PAUSE_LOOP	Pauseloop	hy
PICMasterCommandPort	PrimarypicՀրահանգioՊորտ	hy
PICMasterDataPort	PrimarypicdataioՊորտ	hy
PICSlaveCommandPort	SecondarypicՀրահանգioՊորտ	hy
PICSlaveDataPort	SecondarypicdataioՊորտ	hy
PRESENT	Ներկա	hy
PRIV_KERNEL	Privkernel	hy
PRIV_USER	PrivՕգտագործող	hy
PROC_USER_HEAP_SIZE	ProcՕգտագործողheapՉափս	hy
PageDirEntry	Էջֆայլապանակentry	hy
PageDirectoryEntry	Էջֆայլապանակentry_2	hy
PageFault	Էջfault	hy
PageFaultException	Էջfaultexception	hy
PageRoundDown	ԷջՄոտարկումՆերքև	hy
PageRoundUp	ԷջՄոտարկումՎերև	hy
PageTableEntry	ԷջԱղյուսակentry	hy
Paging	Paging	hy
ParentPid	Ծնողpid	hy
Parse	Parse	hy
Partition_id	Partitionid	hy
PhyMemTest	PhymemԹեստ	hy
PhysicalMemoryManager	PhysicalՀիշողությունmanager	hy
Pid	Pid	hy
Port	Պորտ	hy
PortBase	Պորտbase	hy
PortInByte	ՊորտՄեջbyte	hy
PortInDword	ՊորտՄեջdword	hy
PortInWord	ՊորտՄեջբառ	hy
PortOutByte	ՊորտԴուրսbyte	hy
PortOutDword	ՊորտԴուրսdword	hy
PortOutWord	ՊորտԴուրսբառ	hy
PortReadByte	ՊորտԸնթերցումbyte	hy
PortReadDword	ՊորտԸնթերցումdword	hy
PortReadWord	ՊորտԸնթերցումբառ	hy
PortWriteByte	ՊորտԳրելbyte	hy
PortWriteDword	ՊորտԳրելdword	hy
PortWriteWord	ՊորտԳրելբառ	hy
Prev	Previous	hy
PrevTSS	Previoustss	hy
PrimaryPartition	Primarypartition	hy
Print	Տպել	hy
PrintBytes	ՏպելԲայթեր	hy
PrintStr	Տպելstr	hy
PrintTLS	Տպելtls	hy
PrintTest	ՏպելԹեստ	hy
Process	Գործընթաց	hy
ProcessHelper	Գործընթացhelper	hy
ProcessPendingKeyboardEvents	ԳործընթացpendingՍտեղնաշարevents	hy
ProcessPendingMouseEvents	ԳործընթացpendingՄկնիկevents	hy
PushAt	Insert_at_index	hy
PushBack	Append_to_list	hy
PushFront	Prepend_to_list	hy
PutPixel	Putpixel	hy
PutPixelRGB	Putpixelrgb	hy
QUEUE_START_ADDR	QueueՍկիզբaddress	hy
Rdev	Rdev	hy
Read	Ընթերցում	hy
Read28	Ընթերցում28	hy
ReadFile	ԸնթերցումՖայլ	hy
ReadPartitions	Ընթերցումpartition	hy
Ready	Պատրաստ	hy
Receive	Receive	hy
Ref	Reference	hy
Release	Release	hy
ReloadCR3	Վերբեռնելcr3	hy
Remove	Հեռացնել_2	hy
RemoveAt	Հեռացնելat	hy
RemoveThread	Հեռացնելthread	hy
RemoveThreadAt	Հեռացնելthreadat	hy
RequestMacAddress	Requestmacaddress	hy
Reset	Դադարեցնել	hy
Resolve	Resolve	hy
ResolveCopyOnWriteFault	ResolveՊատճենելՄիացնելԳրելfault	hy
SCHEDULER_FREQUENCY	Schedulerfrequency	hy
SEG_BIG_MODE	SegbigՌեժիմ	hy
SEG_EXEC	Segexec	hy
SEG_GRAN_4K_PAGE	Seggran4kԷջ	hy
SEG_GRAN_BYTE	Seggranbyte	hy
SEG_KERNEL_CODE	Segkernelcode	hy
SEG_KERNEL_DATA	Segkerneldata	hy
SEG_KERNEL_GS	Segkernelgs	hy
SEG_NOEXEC	Segnoexec	hy
SEG_NORMAL	SegՆորմալ	hy
SEG_NORW	Segnorw	hy
SEG_R	Segr	hy
SEG_SYSTEM	SegՀամակարգ	hy
SEG_TASK_STATE	SegtaskՎիճակ	hy
SEG_USER_CODE	SegՕգտագործողcode	hy
SEG_USER_DATA	SegՕգտագործողdata	hy
SEG_USER_GS	SegՕգտագործողgs	hy
SEG_W	Segw	hy
SIMDFloatingPointException	Simdfloatingpointexception	hy
