english	localized	language
a	ა	ka
access	წვდომა	ka
ack	ack	ka
activate	გააქტიურება	ka
active	აქტიური	ka
add	დამატება	ka
addend	addend	ka
addr	addr	ka
addralign	addralign	ka
address	address	ka
advanced	დეტალური	ka
af	af	ka
after	after	ka
align	განთავსება	ka
aligned	aligned	ka
alignment	alignment	ka
all	ყველა	ka
alloc	alloc	ka
allocate	allocate	ka
allocated	allocated	ka
am	am	ka
amd	amd	ka
amount	რაოდენობა	ka
and	and	ka
append	append	ka
args	args	ka
argument	argument	ka
arguments	arguments	ka
arp	arp	ka
arp콘솔	arp콘솔	ka
array	მასივი	ka
assembly	assembly	ka
at	at	ka
ata	ata	ka
atime	atime	ka
attachment	attachment	ka
attempts	attempts	ka
attr	attr	ka
attribute	ატრიბუტი	ka
attributes	attributes	ka
aux	aux	ka
avail	avail	ka
available	ხელმისაწვდომი	ka
b	b	ka
ba	ba	ka
back	უკან	ka
backend	backend	ka
backup	backup	ka
bar	ზოლი	ka
base	base	ka
be	be	ka
bh	bh	ka
big	big	ka
bind	bind	ka
bios	bios	ka
bit	bit	ka
bitmap	bitmap	ka
bitmasp	bitmasp	ka
bits	bits	ka
blksize	blksize	ka
block	block	ka
blocked	blocked	ka
blocking	blocking	ka
blocks	ბლოკები	ka
boot	ჩატვირთვა	ka
bootable	bootable	ka
bootloader	bootloader	ka
bound	bound	ka
bpb	bpb	ka
break	break	ka
brk	brk	ka
broadcast	broadcast	ka
buf	buf	ka
buffer	buffer	ka
buffers	ბუფერები	ka
bufptr	bufptr	ka
bus	bus	ka
button	button	ka
buttons	buttons	ka
by	by	ka
byte	byte	ka
bytes	ბაიტი	ka
c	c	ka
cache	cache	ka
call	call	ka
candidate	candidate	ka
cap	cap	ka
capable	capable	ka
card	ბანქო	ka
central	central	ka
char	char	ka
chdir	chdir	ka
check	check	ka
checked	checked	ka
checksum	checksum	ka
child	child	ka
chunk	chunk	ka
class	კლასი	ka
clear	გაწმენდა	ka
cloexec	cloexec	ka
clone	clone	ka
close	დახურვა	ka
cluster	cluster	ka
cmp	cmp	ka
code	code	ka
col	col	ka
color	ფერი	ka
colordepth	colordepth	ka
command	ბრძანება	ka
commandport	commandport	ka
common	საერთო	ka
component	component	ka
connect	დაკავშირება	ka
connected	connected	ka
console	console	ka
constant	constant	ka
contains	contains	ka
contents	შინაარსი	ka
control	control	ka
controller	controller	ka
coordinate	coordinate	ka
copies	copies	ka
copy	დააკოპირე	ka
count	count	ka
cow	cow	ka
cpu	cpu	ka
cpustate	cpustate	ka
cpy	cpy	ka
cr	cr	ka
creat	creat	ka
create	create	ka
crtc	crtc	ka
cs	cs	ka
ctime	ctime	ka
cur	cur	ka
current	current	ka
cursor	cursor	ka
cylinder	cylinder	ka
d	d	ka
data	data	ka
databuffer	databuffer	ka
datagram	datagram	ka
dataport	dataport	ka
date	თარიღი	ka
deactivate	დეაქტივაცია	ka
deactive	deactive	ka
debug	debug	ka
decrement	decrement	ka
default	ნაგულისხმევი	ka
delete	წაშლა	ka
delta	delta	ka
depth	depth	ka
desc	desc	ka
descr	descr	ka
description	აღწერილობა	ka
descriptor	descriptor	ka
descriptors	descriptors	ka
descsz	descsz	ka
destination	destination	ka
destroy	destroy	ka
dev	dev	ka
device	მოწყობილობა	ka
diff	diff	ka
digits	digits	ka
dir	dir	ka
directory	დასტა	ka
dirent	dirent	ka
disable	disable	ka
discard	discard	ka
disconnect	გათიშვა	ka
dispatch	dispatch	ka
divide	divide	ka
divisor	divisor	ka
do	do	ka
domain	domain	ka
double	double	ka
down	down	ka
draw	draw	ka
drive	drive	ka
driver	driver	ka
drivercount	drivercount	ka
drivers	drivers	ka
drv	drv	ka
ds	ds	ka
