original	before	after	review_status	concept	changed_tokens
Activate	Omogoči	Omogoči	existing-unreviewed		0
ActivateAll	OmogočiVse	OmogočiVse	existing-unreviewed		0
Active	Dejaven	Dejaven	existing-unreviewed		0
ActiveInterruptManager	DejavenPrekinitevmanager	DejavenPrekinitevmanager	existing-unreviewed		0
ActiveMemoryManager	DejavenPomnilnikmanager	DejavenPomnilnikmanager	existing-unreviewed		0
Add	Dodaj	Dodaj	existing-unreviewed		0
AddDriver	Dodajdriver	Dodajdriver	existing-unreviewed		0
AddRunnableThread	Dodajrunnablethread	Dodajrunnablethread	existing-unreviewed		0
AddTask	DodajNaloga	DodajNaloga	existing-unreviewed		0
AddThread	Dodajthread	Dodajthread	existing-unreviewed		0
Address	Address	Address	existing-unreviewed		0
AlignedMalloc	Alignedmalloc	Alignedmalloc	existing-unreviewed		0
AlignmentCheck	Alignmentcheck	Alignmentcheck	existing-unreviewed		0
AllocateBlock	AllocateBlok	AllocateBlok	existing-unreviewed		0
AllocatePID	Allocatepid	Allocatepid	existing-unreviewed		0
AmountOfMemory	KoličinaodPomnilnik	KoličinaodPomnilnik	existing-unreviewed		0
ArrayToUint16	Poljetounsignedinteger16	Poljetounsignedinteger16	existing-unreviewed		0
ArrayToUint32	Poljetounsignedinteger32	Poljetounsignedinteger32	existing-unreviewed		0
ArrayToUint48	Poljetounsignedinteger48	Poljetounsignedinteger48	existing-unreviewed		0
ArrayToUint48_BE	Poljetounsignedinteger48be	Poljetounsignedinteger48be	existing-unreviewed		0
ArrayToUint64	Poljetounsignedinteger64	Poljetounsignedinteger64	existing-unreviewed		0
Atime	Atime	Atime	existing-unreviewed		0
AtimeNsec	Atimensec	Atimensec	existing-unreviewed		0
BLOCKS_PER_BYTE	Blokperbyte	Blokperbyte	existing-unreviewed		0
BLOCK_SIZE	BlokVelikost	BlokVelikost	existing-unreviewed		0
Backend	Backend	Backend	existing-unreviewed		0
BaseAddr	Baseaddress	Baseaddress	existing-unreviewed		0
Bind	Bind	Bind	existing-unreviewed		0
Blksize	Blksize	Blksize	existing-unreviewed		0
Blocked	Blocked	Blocked	existing-unreviewed		0
BlockedState	BlockedStanje	BlockedStanje	existing-unreviewed		0
Blocks	Blok	Blok	existing-unreviewed		0
BoundRangeExceeded	BoundObmočjeexceeded	BoundObmočjeexceeded	existing-unreviewed		0
BroadcastMacAddress	Broadcastmacaddress	Broadcastmacaddress	existing-unreviewed		0
BytesPerSector	Bajtovpersector	Bajtovpersector	existing-unreviewed		0
BytesToString	BajtovtoNiz	BajtovtoNiz	existing-unreviewed		0
Checksum	Checksum	Checksum	existing-unreviewed		0
Clear	Počisti	Počisti	existing-unreviewed		0
Clone	Clone	Clone	existing-unreviewed		0
CloneAddressSpaceCOW	CloneaddressPresledekcow	CloneaddressPresledekcow	existing-unreviewed		0
Connect	Poveži	Poveži	existing-unreviewed		0
ContainsCoordinate	Containscoordinate	Containscoordinate	existing-unreviewed		0
CopyPageFrameBlock	KopirajStranOkvirBlok	KopirajStranOkvirBlok	existing-unreviewed		0
CpuState	CPEStanje	CPEStanje	existing-unreviewed		0
Create	Create	Create	existing-unreviewed		0
CreateFromData	Createfromdata	Createfromdata	existing-unreviewed		0
CreateFromFunction	CreatefromFunkcija	CreatefromFunkcija	existing-unreviewed		0
CreatePtrFromFunction	CreateKazalnikfromFunkcija	CreateKazalnikfromFunkcija	existing-unreviewed		0
Cs	Cs	Cs	existing-unreviewed		0
Ctime	Ctime	Ctime	existing-unreviewed		0
CtimeNsec	Ctimensec	Ctimensec	existing-unreviewed		0
CurrentPID	Currentpid	Currentpid	existing-unreviewed		0
CurrentParentPID	Currentnadrejenipredmetpid	Currentnadrejenipredmetpid	existing-unreviewed		0
Data	Data	Data	compatibility		0
Deactivate	Onemogoči	Onemogoči	existing-unreviewed		0
Deactive	Deactive	Deactive	existing-unreviewed		0
Decrement	Decrement	Decrement	existing-unreviewed		0
Delete	Izbriši	Izbriši	existing-unreviewed		0
DescriptorPrivilegeLevel	Descriptorprivilegelevel	Descriptorprivilegelevel	existing-unreviewed		0
DescriptorType	DescriptorVrsta	DescriptorVrsta	existing-unreviewed		0
Destroy	Uniči	Uniči	existing-unreviewed		0
Dev	Naprava	Naprava	existing-unreviewed		0
DeviceHasFunctions	NapravahasFunkcije	NapravahasFunkcije	existing-unreviewed		0
DeviceNotAvailable	NapravanotRazpoložljivo	NapravanotRazpoložljivo	existing-unreviewed		0
Device_id	Napravaid	Napravaid	existing-unreviewed		0
DisableInt	OnemogočiŠtevilo	OnemogočiŠtevilo	existing-unreviewed		0
Disconnect	Prekinipovezavo	Prekinipovezavo	existing-unreviewed		0
DivideByZero	Dividebyzero	Dividebyzero	existing-unreviewed		0
DoHandleInterrupt	DoRočicaPrekinitev	DoRočicaPrekinitev	existing-unreviewed		0
DoubleFault	Dvojnofault	Dvojnofault	existing-unreviewed		0
Draw	Draw	Draw	existing-unreviewed		0
DriverManager	Drivermanager	Drivermanager	existing-unreviewed		0
Ds	Ds	Ds	existing-unreviewed		0
Dynamic	Dinamično	Dinamično	existing-unreviewed		0
E2BIG	E2big	E2big	existing-unreviewed		0
EACCES	Eacces	Eacces	existing-unreviewed		0
EADDRINUSE	Eaddrinuse	Eaddrinuse	existing-unreviewed		0
EAFNOSUPPORT	Eafnosupport	Eafnosupport	existing-unreviewed		0
EAGAIN	Eagain	Eagain	existing-unreviewed		0
EBADF	Ebadf	Ebadf	existing-unreviewed		0
EBUSY	Ebusy	Ebusy	existing-unreviewed		0
ECHILD	Echild	Echild	existing-unreviewed		0
EEXIST	Eexist	Eexist	existing-unreviewed		0
EFAULT	Efault	Efault	existing-unreviewed		0
EFBIG	Efbig	Efbig	existing-unreviewed		0
EINTR	Eintr	Eintr	existing-unreviewed		0
