english	localized	source	evidence_count
a	NT	gettext	1
access	dostop	gettext	5
ack	ack	fallback-English	0
activate	Omogoči	gettext	3
active	Dejaven	gettext	2
add	Dodaj	gettext	24
addend	addend	fallback-English	0
addr	addr	fallback-English	0
addralign	addralign	fallback-English	0
address	address	fallback-English	0
advanced	Napredno	gettext	24
af	af	fallback-English	0
after	after	fallback-English	0
align	Poravnaj	gettext	6
aligned	aligned	fallback-English	0
alignment	alignment	fallback-English	0
all	Vse	gettext	5
alloc	alloc	fallback-English	0
allocate	allocate	fallback-English	0
allocated	allocated	fallback-English	0
am	am	fallback-English	0
amd	amd	fallback-English	0
amount	Količina	gettext	1
and	and	fallback-English	0
append	append	fallback-English	0
args	args	fallback-English	0
argument	argument	fallback-English	0
arguments	Argumenti	gettext	1
arp	arp	fallback-English	0
arp콘솔	arp콘솔	fallback-English	0
array	Polje	gettext	10
assembly	assembly	fallback-English	0
at	at	fallback-English	0
ata	ata	fallback-English	0
atime	atime	fallback-English	0
attachment	attachment	fallback-English	0
attempts	attempts	fallback-English	0
attr	attr	fallback-English	0
attribute	atribut	gettext	5
attributes	attributes	fallback-English	0
aux	aux	fallback-English	0
avail	avail	fallback-English	0
available	Razpoložljivo	gettext	5
b	b	fallback-English	0
ba	ba	fallback-English	0
back	Nazaj	gettext	13
backend	backend	fallback-English	0
backup	backup	fallback-English	0
bar	Vrstica	gettext	2
base	base	fallback-English	0
be	be	fallback-English	0
bh	bh	fallback-English	0
big	big	fallback-English	0
bind	bind	fallback-English	0
bios	bios	fallback-English	0
bit	bit	fallback-English	0
bitmap	bitmap	fallback-English	0
bitmasp	bitmasp	fallback-English	0
bits	biti	gettext	2
blksize	blksize	fallback-English	0
block	Blok	gettext	5
blocked	blocked	fallback-English	0
blocking	blocking	fallback-English	0
blocks	blocks	fallback-English	0
boot	boot	fallback-English	0
bootable	bootable	fallback-English	0
bootloader	bootloader	fallback-English	0
bound	bound	fallback-English	0
bpb	bpb	fallback-English	0
break	break	fallback-English	0
brk	brk	fallback-English	0
broadcast	broadcast	fallback-English	0
buf	buf	fallback-English	0
buffer	buffer	fallback-English	0
buffers	Medpomnilniki	gettext	2
bufptr	bufptr	fallback-English	0
bus	bus	fallback-English	0
button	Gumb	gettext	3
buttons	Gumbi	gettext	10
by	by	fallback-English	0
byte	byte	fallback-English	0
bytes	Bajtov	gettext	10
c	O	gettext	1
cache	cache	fallback-English	0
call	call	fallback-English	0
candidate	candidate	fallback-English	0
cap	cap	fallback-English	0
capable	capable	fallback-English	0
card	card	fallback-English	0
central	central	fallback-English	0
char	char	fallback-English	0
chdir	chdir	fallback-English	0
check	check	fallback-English	0
checked	checked	fallback-English	0
checksum	checksum	fallback-English	0
child	podrejenipredmet	gettext	5
chunk	chunk	fallback-English	0
class	Razred	gettext	6
clear	Počisti	gettext	12
cloexec	cloexec	fallback-English	0
clone	clone	fallback-English	0
close	Zapri	gettext	48
cluster	cluster	fallback-English	0
cmp	cmp	fallback-English	0
code	code	fallback-English	0
col	col	fallback-English	0
color	Barva	gettext	2
colordepth	colordepth	fallback-English	0
command	Ukaz	gettext	23
commandport	commandport	fallback-English	0
common	skupno	gettext	5
component	component	fallback-English	0
connect	Poveži	gettext	5
connected	connected	fallback-English	0
console	console	fallback-English	0
constant	Konstanta	gettext	1
contains	contains	fallback-English	0
contents	Vsebina	gettext	40
control	Nadzor	gettext	1
controller	controller	fallback-English	0
coordinate	coordinate	fallback-English	0
copies	copies	fallback-English	0
copy	Kopiraj	gettext	30
count	count	fallback-English	0
cow	cow	fallback-English	0
cpu	CPE	gettext	5
cpustate	cpustate	fallback-English	0
cpy	cpy	fallback-English	0
cr	cr	fallback-English	0
creat	creat	fallback-English	0
create	create	fallback-English	0
crtc	crtc	fallback-English	0
cs	cs	fallback-English	0
ctime	ctime	fallback-English	0
cur	cur	fallback-English	0
current	current	fallback-English	0
cursor	Kazalec	gettext	5
cylinder	cylinder	fallback-English	0
d	R	gettext	1
data	data	fallback-English	0
databuffer	databuffer	fallback-English	0
datagram	datagram	fallback-English	0
dataport	dataport	fallback-English	0
date	Datum	gettext	7
deactivate	Onemogoči	gettext	3
deactive	deactive	fallback-English	0
debug	Razhrošči	gettext	15
decrement	decrement	fallback-English	0
default	Privzeto	gettext	38
delete	Izbriši	gettext	27
delta	delta	fallback-English	0
depth	depth	fallback-English	0
desc	desc	fallback-English	0
descr	descr	fallback-English	0
description	Opis	gettext	36
descriptor	descriptor	fallback-English	0
descriptors	descriptors	fallback-English	0
descsz	descsz	fallback-English	0
destination	Cilj	gettext	10
destroy	Uniči	gettext	1
dev	dev	fallback-English	0
device	Naprava	gettext	14
diff	diff	fallback-English	0
digits	digits	fallback-English	0
dir	dir	fallback-English	0
directory	Mapa	gettext	11
dirent	dirent	fallback-English	0
disable	Onemogoči	gettext	3
discard	Zavrzi	gettext	1
disconnect	Prekinipovezavo	gettext	6
dispatch	dispatch	fallback-English	0
divide	divide	fallback-English	0
divisor	divisor	fallback-English	0
do	do	fallback-English	0
domain	Domena	gettext	5
double	Dvojno	gettext	5
down	Dol	gettext	2
draw	draw	fallback-English	0
drive	drive	fallback-English	0
driver	driver	fallback-English	0
drivercount	drivercount	fallback-English	0
drivers	drivers	fallback-English	0
drv	drv	fallback-English	0
ds	ds	fallback-English	0
dst	dst	fallback-English	0
dstptr	dstptr	fallback-English	0
dup	dup	fallback-English	0
dword	dword	fallback-English	0
dyn	dyn	fallback-English	0
dynamic	Dinamično	gettext	1
e	V	gettext	1
eacces	eacces	fallback-English	0
eaddrinuse	eaddrinuse	fallback-English	0
eafnosupport	eafnosupport	fallback-English	0
eagain	eagain	fallback-English	0
eax	eax	fallback-English	0
ebadf	ebadf	fallback-English	0
ebp	ebp	fallback-English	0
ebusy	ebusy	fallback-English	0
ebx	ebx	fallback-English	0
echild	echild	fallback-English	0
echo	echo	fallback-English	0
ecx	ecx	fallback-English	0
edi	edi	fallback-English	0
edx	edx	fallback-English	0
eexist	eexist	fallback-English	0
ef	ef	fallback-English	0
efault	efault	fallback-English	0
efbig	efbig	fallback-English	0
eflags	eflags	fallback-English	0
ehsize	ehsize	fallback-English	0
eintr	eintr	fallback-English	0
einval	einval	fallback-English	0
eio	eio	fallback-English	0
eip	eip	fallback-English	0
eisdir	eisdir	fallback-English	0
elf	elf	fallback-English	0
emfile	emfile	fallback-English	0
empty	Prazno	gettext	12
emsgsize	emsgsize	fallback-English	0
enable	Omogoči	gettext	1
enabled	Omogočeno	gettext	3
end	end	fallback-English	0
enetunreach	enetunreach	fallback-English	0
enfile	enfile	fallback-English	0
enodev	enodev	fallback-English	0
enoent	enoent	fallback-English	0
enoexec	enoexec	fallback-English	0
enomem	enomem	fallback-English	0
enospc	enospc	fallback-English	0
enosys	enosys	fallback-English	0
enotconn	enotconn	fallback-English	0
enotdir	enotdir	fallback-English	0
enotty	enotty	fallback-English	0
ensure	ensure	fallback-English	0
entries	entries	fallback-English	0
entry	vnos	gettext	5
entrypoint	entrypoint	fallback-English	0
entsize	entsize	fallback-English	0
environment	environment	fallback-English	0
eopnotsupp	eopnotsupp	fallback-English	0
eperm	eperm	fallback-English	0
ephemeral	ephemeral	fallback-English	0
eprotonosupport	eprotonosupport	fallback-English	0
equal	equal	fallback-English	0
erange	erange	fallback-English	0
erofs	erofs	fallback-English	0
err	Napaka	gettext	1
error	Napaka	gettext	30
errorln	errorln	fallback-English	0
es	es	fallback-English	0
esi	esi	fallback-English	0
esp	esp	fallback-English	0
espipe	espipe	fallback-English	0
esrch	esrch	fallback-English	0
ether	ether	fallback-English	0
etherframe	etherframe	fallback-English	0
ethernet	ethernet	fallback-English	0
event	event	fallback-English	0
events	Dogodki	gettext	1
exceeded	exceeded	fallback-English	0
except	except	fallback-English	0
exception	exception	fallback-English	0
exec	Izvedljivo	gettext	5
execve	execve	fallback-English	0
exists	exists	fallback-English	0
exit	Izhod	gettext	1
exited	Končal	gettext	5
ext	ext	fallback-English	0
extended	extended	fallback-English	0
f	M	gettext	1
family	family	fallback-English	0
fat	fat	fallback-English	0
fatal	fatal	fallback-English	0
fatbuf	fatbuf	fallback-English	0
fatbuffer	fatbuffer	fallback-English	0
fault	fault	fallback-English	0
fb	fb	fallback-English	0
fcntl	fcntl	fallback-English	0
fd	fd	fallback-English	0
fds	fds	fallback-English	0
field	polje	gettext	5
file	Datoteka	gettext	89
filename	Imedatoteke	gettext	13
files	Datoteke	gettext	1
filesz	filesz	fallback-English	0
fill	fill	fallback-English	0
find	Najdi	gettext	14
first	Prvi	gettext	1
fl	fl	fallback-English	0
flag	Zastava	gettext	1
flags	Zastavice	gettext	5
floating	floating	fallback-English	0
flush	flush	fallback-English	0
fn	fn	fallback-English	0
focus	Žarišče	gettext	1
focussable	focussable	fallback-English	0
foo	foo	fallback-English	0
for	for	fallback-English	0
forced	forced	fallback-English	0
fork	fork	fallback-English	0
found	found	fallback-English	0
fp	fp	fallback-English	0
fpu	fpu	fallback-English	0
frame	Okvir	gettext	10
free	Prosto	gettext	7
frequency	frequency	fallback-English	0
from	from	fallback-English	0
front	Spredaj	gettext	1
fs	fs	fallback-English	0
fstat	fstat	fallback-English	0
fsync	fsync	fallback-English	0
fuction	fuction	fallback-English	0
full	Polno	gettext	8
func	func	fallback-English	0
function	Funkcija	gettext	7
functions	Funkcije	gettext	6
fxrstor	fxrstor	fallback-English	0
fxsave	fxsave	fallback-English	0
g	g	fallback-English	0
gate	gate	fallback-English	0
gateway	gateway	fallback-English	0
gb	gb	fallback-English	0
gdt	gdt	fallback-English	0
get	get	fallback-English	0
getcwd	getcwd	fallback-English	0
getegid	getegid	fallback-English	0
geteuid	geteuid	fallback-English	0
getgid	getgid	fallback-English	0
getpid	getpid	fallback-English	0
getppid	getppid	fallback-English	0
getuid	getuid	fallback-English	0
gid	gid	fallback-English	0
global	Splošno	gettext	5
got	got	fallback-English	0
gpf	gpf	fallback-English	0
gran	gran	fallback-English	0
graphics	Grafika	gettext	4
grub	grub	fallback-English	0
gs	gs	fallback-English	0
h	V	gettext	1
halt	halt	fallback-English	0
handle	Ročica	gettext	1
handler	handler	fallback-English	0
handlers	handlers	fallback-English	0
hardware	Strojnaoprema	gettext	8
has	has	fallback-English	0
hd	hd	fallback-English	0
head	head	fallback-English	0
header	header	fallback-English	0
headertype	headertype	fallback-English	0
heap	heap	fallback-English	0
height	Višina	gettext	5
helper	helper	fallback-English	0
hex	Šestnajstiško	gettext	1
hex출력	hex출력	fallback-English	0
hi	hi	fallback-English	0
hidden	Skrito	gettext	1
high	Visoko	gettext	6
hop	hop	fallback-English	0
i	i	fallback-English	0
icmp	icmp	fallback-English	0
icmp콘솔	icmp콘솔	fallback-English	0
id	id	fallback-English	0
ident	ident	fallback-English	0
identify	identify	fallback-English	0
idt	idt	fallback-English	0
idx	idx	fallback-English	0
ifchr	ifchr	fallback-English	0
ifdir	ifdir	fallback-English	0
ifmt	ifmt	fallback-English	0
ifreg	ifreg	fallback-English	0
ifsock	ifsock	fallback-English	0
in	Vhodno	gettext	2
increment	increment	fallback-English	0
