original	before	after	review_status	concept	changed_tokens
Activate	Aktiviraj	Aktiviraj	existing-unreviewed		0
ActivateAll	AktivirajSve	AktivirajSve	existing-unreviewed		0
Active	Aktivan	Aktivan	existing-unreviewed		0
ActiveInterruptManager	AktivanPrekidmanager	AktivanPrekidmanager	existing-unreviewed		0
ActiveMemoryManager	AktivanMemorijamanager	AktivanMemorijamanager	existing-unreviewed		0
Add	Dodaj	Dodaj	existing-unreviewed		0
AddDriver	Dodajdriver	Dodajdriver	existing-unreviewed		0
AddRunnableThread	Dodajrunnablethread	Dodajrunnablethread	existing-unreviewed		0
AddTask	DodajZadatak	DodajZadatak	existing-unreviewed		0
AddThread	Dodajthread	Dodajthread	existing-unreviewed		0
Address	Address	Address	existing-unreviewed		0
AlignedMalloc	Alignedmalloc	Alignedmalloc	existing-unreviewed		0
AlignmentCheck	Alignmentcheck	Alignmentcheck	existing-unreviewed		0
AllocateBlock	AllocateBlokiraj	AllocateBlokiraj	existing-unreviewed		0
AllocatePID	Allocatepid	Allocatepid	existing-unreviewed		0
AmountOfMemory	IznosodMemorija	IznosodMemorija	existing-unreviewed		0
ArrayToUint16	Niztounsignedinteger16	Niztounsignedinteger16	existing-unreviewed		0
ArrayToUint32	Niztounsignedinteger32	Niztounsignedinteger32	existing-unreviewed		0
ArrayToUint48	Niztounsignedinteger48	Niztounsignedinteger48	existing-unreviewed		0
ArrayToUint48_BE	Niztounsignedinteger48be	Niztounsignedinteger48be	existing-unreviewed		0
ArrayToUint64	Niztounsignedinteger64	Niztounsignedinteger64	existing-unreviewed		0
Atime	Atime	Atime	existing-unreviewed		0
AtimeNsec	Atimensec	Atimensec	existing-unreviewed		0
BLOCKS_PER_BYTE	Blokirajperbyte	Blokirajperbyte	existing-unreviewed		0
BLOCK_SIZE	BlokirajVeličina	BlokirajVeličina	existing-unreviewed		0
Backend	Backend	Backend	existing-unreviewed		0
BaseAddr	Baseaddress	Baseaddress	existing-unreviewed		0
Bind	Bind	Bind	existing-unreviewed		0
Blksize	Blksize	Blksize	existing-unreviewed		0
Blocked	Blocked	Blocked	existing-unreviewed		0
BlockedState	BlockedStanje	BlockedStanje	existing-unreviewed		0
Blocks	Blokiraj	Blokiraj	existing-unreviewed		0
BoundRangeExceeded	BoundOpsegexceeded	BoundOpsegexceeded	existing-unreviewed		0
BroadcastMacAddress	Broadcastmacaddress	Broadcastmacaddress	existing-unreviewed		0
BytesPerSector	Bajtovapersector	Bajtovapersector	existing-unreviewed		0
BytesToString	BajtovatoZnakovniniz	BajtovatoZnakovniniz	existing-unreviewed		0
Checksum	Checksum	Checksum	existing-unreviewed		0
Clear	Očisti	Očisti	existing-unreviewed		0
Clone	Clone	Clone	existing-unreviewed		0
CloneAddressSpaceCOW	CloneaddressRazmaknicacow	CloneaddressRazmaknicacow	existing-unreviewed		0
Connect	Spojise	Spojise	existing-unreviewed		0
ContainsCoordinate	Containscoordinate	Containscoordinate	existing-unreviewed		0
CopyPageFrameBlock	KopirajStranicaframeBlokiraj	KopirajStranicaframeBlokiraj	existing-unreviewed		0
CpuState	ProcesorStanje	ProcesorStanje	existing-unreviewed		0
Create	Create	Create	existing-unreviewed		0
CreateFromData	Createfromdata	Createfromdata	existing-unreviewed		0
CreateFromFunction	CreatefromFunkcija	CreatefromFunkcija	existing-unreviewed		0
CreatePtrFromFunction	CreatePokazivačfromFunkcija	CreatePokazivačfromFunkcija	existing-unreviewed		0
Cs	Cs	Cs	existing-unreviewed		0
Ctime	Ctime	Ctime	existing-unreviewed		0
CtimeNsec	Ctimensec	Ctimensec	existing-unreviewed		0
CurrentPID	Trenutnopid	Trenutnopid	existing-unreviewed		0
CurrentParentPID	Trenutnoroditeljpid	Trenutnoroditeljpid	existing-unreviewed		0
Data	Data	Data	compatibility		0
Deactivate	Deaktiviraj	Deaktiviraj	existing-unreviewed		0
Deactive	Deactive	Deactive	existing-unreviewed		0
Decrement	Decrement	Decrement	existing-unreviewed		0
Delete	Obriši	Obriši	existing-unreviewed		0
DescriptorPrivilegeLevel	Descriptorprivilegelevel	Descriptorprivilegelevel	existing-unreviewed		0
DescriptorType	DescriptorVrsta	DescriptorVrsta	existing-unreviewed		0
Destroy	Uništi	Uništi	existing-unreviewed		0
Dev	Uređaj	Uređaj	existing-unreviewed		0
DeviceHasFunctions	UređajhasFunkcije	UređajhasFunkcije	existing-unreviewed		0
DeviceNotAvailable	UređajnotDostupno	UređajnotDostupno	existing-unreviewed		0
Device_id	UređajIdentifikacija	UređajIdentifikacija	existing-unreviewed		0
DisableInt	Onemogućiint	Onemogućiint	existing-unreviewed		0
Disconnect	Odspoji	Odspoji	existing-unreviewed		0
DivideByZero	Dividebyzero	Dividebyzero	existing-unreviewed		0
DoHandleInterrupt	DoRučkaPrekid	DoRučkaPrekid	existing-unreviewed		0
DoubleFault	Dvostrukofault	Dvostrukofault	existing-unreviewed		0
Draw	Draw	Draw	existing-unreviewed		0
DriverManager	Drivermanager	Drivermanager	existing-unreviewed		0
Ds	Ds	Ds	existing-unreviewed		0
Dynamic	Dinamično	Dinamično	existing-unreviewed		0
E2BIG	E2big	E2big	existing-unreviewed		0
EACCES	Eacces	Eacces	existing-unreviewed		0
