original	localized	language
Activate	Aفعالکریں	ur
ActivateAll	Aفعالکریںتمام	ur
Active	Aفعال	ur
ActiveInterruptManager	Aفعالمداخلتmanager	ur
ActiveMemoryManager	Aفعالیادداشتmanager	ur
Add	Aشاملکریں	ur
AddDriver	Aشاملکریںdriver	ur
AddRunnableThread	Aشاملکریںrunnablethread	ur
AddTask	Aشاملکریںtask	ur
AddThread	Aشاملکریںthread	ur
Address	Address	ur
AlignedMalloc	Alignedmalloc	ur
AlignmentCheck	Alignmentcheck	ur
AllocateBlock	Allocateblock	ur
AllocatePID	Allocatepid	ur
AmountOfMemory	Amountبرائےیادداشت	ur
ArrayToUint16	Aلڑیtounsignedinteger16	ur
ArrayToUint32	Aلڑیtounsignedinteger32	ur
ArrayToUint48	Aلڑیtounsignedinteger48	ur
ArrayToUint48_BE	Aلڑیtounsignedinteger48be	ur
ArrayToUint64	Aلڑیtounsignedinteger64	ur
Atime	Atime	ur
AtimeNsec	Atimensec	ur
BLOCKS_PER_BYTE	Blockperbyte	ur
BLOCK_SIZE	Blockحجم	ur
Backend	Backend	ur
BaseAddr	Baseaddress	ur
Bind	Bind	ur
Blksize	Blksize	ur
Blocked	Blocked	ur
BlockedState	Blockedحالت	ur
Blocks	Block	ur
BoundRangeExceeded	Boundrangeexceeded	ur
BroadcastMacAddress	Broadcastmacaddress	ur
BytesPerSector	Bبائٹسpersector	ur
BytesToString	Bبائٹسtoڈورا	ur
Checksum	Checksum	ur
Clear	Cصاف	ur
Clone	Clone	ur
CloneAddressSpaceCOW	Cloneaddressspacecow	ur
Connect	Cمتصلہوں	ur
ContainsCoordinate	Containscoordinate	ur
CopyPageFrameBlock	Cکاپیصفحہframeblock	ur
CpuState	Cسیپییوحالت	ur
Create	Create	ur
CreateFromData	Createfromdata	ur
CreateFromFunction	Createfromfunction	ur
CreatePtrFromFunction	Createپؤائنٹرfromfunction	ur
Cs	Cs	ur
Ctime	Ctime	ur
CtimeNsec	Ctimensec	ur
CurrentPID	Cحالیہpid	ur
CurrentParentPID	Cحالیہآبائیpid	ur
Data	Data	ur
Deactivate	Dغیرفعالکریں	ur
Deactive	Deactive	ur
Decrement	Decrement	ur
Delete	Dحذفکریں	ur
DescriptorPrivilegeLevel	Descriptorprivilegelevel	ur
DescriptorType	Descriptorنوعیت	ur
Destroy	Dتباہکریں	ur
Dev	Dآلہ	ur
DeviceHasFunctions	Dآلہhasfunctions	ur
DeviceNotAvailable	Dآلہnotدستیاب	ur
Device_id	Dآلہآئیڈی	ur
DisableInt	Dمعطلکریںint	ur
Disconnect	Dاتصالمنطعکریں	ur
DivideByZero	Dividebyzero	ur
DoHandleInterrupt	Dohandleمداخلت	ur
DoubleFault	Doublefault	ur
Draw	Draw	ur
DriverManager	Drivermanager	ur
Ds	Ds	ur
Dynamic	Dمحرک	ur
E2BIG	E2big	ur
EACCES	Eacces	ur
EADDRINUSE	Eaddrinuse	ur
EAFNOSUPPORT	Eafnosupport	ur
EAGAIN	Eagain	ur
EBADF	Ebadf	ur
EBUSY	Ebusy	ur
ECHILD	Echild	ur
EEXIST	Eexist	ur
EFAULT	Efault	ur
EFBIG	Efbig	ur
EINTR	Eintr	ur
EINVAL	Einval	ur
EIO	Eio	ur
EISDIR	Eisdir	ur
EMFILE	Emfile	ur
EMSGSIZE	Emsgsize	ur
ENETUNREACH	Enetunreach	ur
ENFILE	Enfile	ur
ENODEV	Enodev	ur
ENOENT	Enoent	ur
ENOEXEC	Enoexec	ur
ENOMEM	Enomem	ur
ENOSPC	Enospc	ur
ENOSYS	Enosys	ur
ENOTCONN	Enotconn	ur
ENOTDIR	Enotdir	ur
ENOTTY	Enotty	ur
EOPNOTSUPP	Eopnotsupp	ur
EPERM	Eperm	ur
EPROTONOSUPPORT	Eprotonosupport	ur
ERANGE	Erange	ur
