원래경로	변환경로
src/amd_am79c973/amd_am79c973.go	src/amdam79c973/amdam79c973.go
src/arp/arp.go	src/arp/arp.go
src/common/memoperations.go	src/commun/mémoireopération.go
src/common/type.go	src/commun/typeValeur.go
src/console/console.go	src/console/console.go
src/console/console.s	src/console/console.s
src/drivers/ata/ata.go	src/pilote/ata/ata.go
src/drivers/driver/driver.go	src/pilote/pilote/pilote.go
src/drivers/keyboard/keyboard.go	src/pilote/clavier/clavier.go
src/drivers/mouse/mouse.go	src/pilote/dispositif_de_pointage/dispositif_de_pointage.go
src/drivers/timer/timer.go	src/pilote/minuterie/minuterie.go
src/etherframe/etherframe.go	src/trame_du_réseau_à_support_partagé/trame_du_réseau_à_support_partagé.go
src/filesystem/elf/elf.go	src/fichiersystème/format_exécutable_et_liable/format_exécutable_et_liable.go
src/filesystem/elf/elfheader.go	src/fichiersystème/format_exécutable_et_liable/elfenTête.go
src/filesystem/elf/elfsection.go	src/fichiersystème/format_exécutable_et_liable/elfsection.go
src/filesystem/elf/linkmap.go	src/fichiersystème/format_exécutable_et_liable/liencarte.go
src/filesystem/fat/fat.go	src/fichiersystème/fat/fat.go
src/filesystem/msdospart/msdospart.go	src/fichiersystème/msdospartition/msdospartition.go
src/gate/gate.go	src/porte/porte.go
src/gate/gate.s	src/porte/porte.s
src/gate/gate_amd64.go	src/porte/porteamd64.go
src/gate/gate_amd64.s	src/porte/porteamd64.s
src/gdt/gdt.go	src/gdt/gdt.go
src/gdt/gdt.s	src/gdt/gdt.s
src/icmp/icmp.go	src/protocole_des_messages_de_contrôle_du_réseau_interconnecté/protocole_des_messages_de_contrôle_du_réseau_interconnecté.go
src/interrupt/interrupt.go	src/interruption/interruption.go
src/interrupt/interrupt.s	src/interruption/interruption.s
src/ipv4/ipv4.go	src/protocole_du_réseau_interconnecté_4/protocole_du_réseau_interconnecté_4.go
src/memorymanager/memorymanager.go	src/mémoiregestionnaire/mémoiregestionnaire.go
src/multitasking/multi.s	src/multiplegestionTâches/multiple.s
src/multitasking/multitasking.go	src/multiplegestionTâches/multiplegestionTâches.go
src/paging/paging.go	src/pagination/pagination.go
src/paging/paging.s	src/pagination/pagination.s
src/pci/pci.go	src/pci/pci.go
src/phymem/phymem.go	src/physiquemémoire/physiquemémoire.go
src/port/port.go	src/port/port.go
src/port/port.s	src/port/port.s
src/systemcall/systemcall.go	src/systèmeappel/systèmeappel.go
src/systemcall/systemcall.s	src/systèmeappel/systèmeappel.s
src/tasking/process/process.go	src/gestionTâches/processus/processus.go
src/tasking/scheduler/scheduler.go	src/gestionTâches/ordonnanceur/ordonnanceur.go
src/tasking/scheduler/scheduler.s	src/gestionTâches/ordonnanceur/ordonnanceur.s
src/tasking/thread/thread.go	src/gestionTâches/filExécution/filExécution.go
src/tasking/tss/tss.go	src/gestionTâches/tss/tss.go
src/tasking/tss/tss.s	src/gestionTâches/tss/tss.s
src/text_mode/text_mode.go	src/textemode/textemode.go
src/udp/udp.go	src/protocole_des_datagrammes_utilisateur/protocole_des_datagrammes_utilisateur.go
src/util/array/array.go	src/utilitaire/tableau/tableau.go
src/util/list/list.go	src/utilitaire/liste/liste.go
src/util/util.go	src/utilitaire/utilitaire.go
src/vga/vga.go	src/vga/vga.go
src/virtmem/virtmem.go	src/virtuelmémoire/virtuelmémoire.go
src/widget/widget.go	src/élément_graphique/élément_graphique.go
main.go	principal.go
main.s	principal.s
asm/constants.inc	démarrage_machine/constante.inc
asm/gdt.inc	démarrage_machine/gdt.inc
asm/go_asm_offsets.inc	démarrage_machine/goasmDécalage.inc
asm/multiboot_header.s	démarrage_machine/multibootenTête.s
asm/rt0.s	démarrage_machine/rt0.s
go.sh	compiler_le_noyau.sh
linker.ld	plan_de_liaison.ld
tools/decode-virtualbox-log.sh	outils/décoder_le_journal_série.sh
